2010/11,3.09,456
2011/12,3.37,384
2012/13*,2.63,533
2013/14,3.7,458
2014/15,3.98,493
2015/16,4.1,487
2016/17,4.43,550
2017/18,4.86,533
2018/19,5.09,567
2019/20,4.37,349
2020/21,2.33,530
Average,3.82,485
