2010/11,3.96,251
2011/12,3.68,319
2012/13,4.56,311
2013/14,4.79,305
2014/15,5.18,329
2015/16,5.87,452
2016/17,7.37,487
2017/18,8.01,545
2018/19,8.76,573
2019/20,7.92,449
2020/21,6.41,620
Average,6.05,422
